id,answer
674,a
675,e
676,c
677,a
678,a
679,a
680,b
681,b
682,d
683,a
684,e
685,e
686,e
687,b
688,e
689,b
690,d
691,b
692,d
693,b
694,a
695,e
696,c
697,c
698,d
699,e
700,a
701,b
702,e
703,b
704,c
705,a
706,e
707,e
708,a
709,a
710,a
711,c
712,d
713,a
714,c
715,a
716,a
717,a
718,e
719,c
720,d
721,c
722,c
723,b
724,d
725,b
726,d
727,c
728,a
729,b
730,e
731,e
732,e
733,e
734,b
735,c
736,b
737,d
738,b
739,a
740,c
741,c
742,c
743,d
744,c
745,d
746,d
747,e
748,a
749,d
750,a
751,c
752,c
753,d
754,d
755,c
756,b
757,a
758,d
759,d
760,e
761,c
762,e
763,a
764,e
765,d
766,b
767,d
768,a
769,c
770,d
771,a
772,c
773,b
774,e
775,a
776,b
777,e
778,b
779,c
780,a
781,a
782,d
783,c
784,a
785,a
786,c
787,d
788,b
789,d
790,c
791,e
792,c
793,d
794,e
795,b
796,e
797,b
798,e
799,c
800,e
801,a
802,c
803,a
804,c
805,c
806,a
807,b
808,a
809,d
810,b
811,c
812,a
813,a
814,b
815,a
816,a
817,c
818,c
819,e
820,a
821,e
822,a
823,b
824,e
825,a
826,d
827,c
828,b
829,a
830,c
831,e
832,a
833,c
834,e
835,b
836,d
837,c
838,a
839,d
840,d
841,d
842,c
843,c
844,e
845,e
846,b
847,b
848,a
849,b
850,a
851,b
852,a
853,b
854,d
855,e
856,b
857,a
858,c
859,b
860,d
861,c
862,a
863,a
864,e
865,a
866,e
867,a
868,a
869,a
870,d
871,a
872,d
873,e
874,d
875,b
876,c
877,b
878,e
879,a
880,b
881,c
882,a
883,b
884,a
885,e
886,b
887,c
888,a
889,c
890,d
891,a
892,c
893,a
894,a
895,a
896,a
897,d
898,b
899,a
900,a
901,d
902,a
903,e
904,a
905,a
906,a
907,c
908,b
909,e
910,b
911,d
912,a
913,b
914,c
915,a
916,b
917,a
918,e
919,b
920,b
921,a
922,b
923,a
924,c
925,a
926,d
927,c
928,c
929,d
930,e
931,e
932,a
933,c
934,b
935,b
936,a
937,a
938,e
939,a
940,c
941,a
942,b
943,a
944,b
945,b
946,b
947,b
948,d
949,b
950,a
951,e
952,d
953,d
954,c
955,b
956,e
957,d
958,d
959,b
960,c
961,b
962,a
963,a
964,b
965,a
966,a
967,b
968,e
969,d
970,c
971,b
972,d
973,a
974,d
975,a
976,a
977,d
978,d
979,c
980,d
981,b
982,d
983,c
984,d
985,a
986,d
987,d
988,c
989,c
990,c
991,e
992,d
993,c
994,b
995,a
996,c
997,b
998,b
999,b
1000,d
1001,b
1002,e
1003,d
1004,e
1005,d
1006,a
1007,a
1008,b
1009,b
1010,c
1011,e
1012,d
1013,a
1014,a
1015,b
1016,e
1017,b
1018,a
1019,e
1020,d
1021,a
1022,b
1023,e
1024,d
1025,c
1026,a
1027,d
1028,d
1029,a
1030,d
1031,d
1032,c
1033,d
1034,d
1035,b
1036,b
1037,d
1038,b
1039,a
1040,a
