id,answer
1010,b
1011,a
1012,a
1013,d
1014,a
1015,b
1016,c
1017,b
1018,e
1019,e
1020,e
1021,a
1022,b
1023,c
1024,d
1025,c
1026,a
1027,b
1028,d
1029,a
1030,b
1031,b
1032,d
1033,b
1034,e
1035,b
1036,b
1037,d
1038,b
1039,a
1040,a
